,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,357367731,2005,post_office,Harwood Mines Post Office,-76.0193717000,40.9439739000,-76.01937,40.94397
1,357367751,2005,post_office,Sugarloaf Post Office,-76.0954856000,40.9695293000,-76.09549,40.96953
2,367964010,2007,library,D Leonard Corgan Library,-75.8783333000,41.2488889000,-75.87833,41.24889
3,367964086,2007,library,Eugene S Farley Library,-75.8888889000,41.2438889000,-75.88889,41.24389
4,983949647,2001,police,West Pittston Borough Building,-75.7998909000,41.3338842000,-75.79989,41.33388
5,1361562653,2007,library,Wyoming Free Library,-75.8377340000,41.3109433000,-75.83773,41.31094
6,1445188580,2005,post_office,Nescopeck Post Office,-76.2209949000,41.0518032000,-76.22099,41.0518
7,1445192724,2001,police,Nescopeck Police,-76.2206435000,41.0541091000,-76.22064,41.05411
8,2468620010,2005,post_office,Dallas Post Office,-75.9624770000,41.3364460000,-75.96248,41.33645
9,2889505911,2005,post_office,Hunlock Creek Post Office (18621),-76.0954585000,41.2170706000,-76.09546,41.21707
10,2889505934,2002,fire_station,Hunlock Township Volunteer Fire Station/EMS,-76.0884025000,41.2104698000,-76.0884,41.21047
11,2966541285,2005,post_office,The UPS Store,-75.9542851000,41.3327343000,-75.95429,41.33273
12,2970524500,2005,post_office,The UPS Store,-75.8498223000,41.3005339000,-75.84982,41.30053
13,2970524508,2005,post_office,USPS,-75.8056906000,41.3246580000,-75.80569,41.32466
14,2970885757,2005,post_office,USPS - Wyoming 18644,-75.8346890000,41.3133202000,-75.83469,41.31332
15,2973133571,2099,public_building,VFW Post 396,-75.8317475000,41.3160663000,-75.83175,41.31607
16,2983543628,2005,post_office,The UPS Store,-75.8994604000,41.2578449000,-75.89946,41.25784
17,2984499671,2099,public_building,VFW Post 283,-75.8842716000,41.2732636000,-75.88427,41.27326
18,2985086375,2099,public_building,American Legion Post 395,-75.8932288000,41.2657699000,-75.89323,41.26577
19,4780042797,2007,library,Back Mountain Memorial Library,-75.9625235000,41.3330238000,-75.96252,41.33302
20,5118660397,2008,town_hall,Courtdale Borough Municipal Building,-75.9130735000,41.2802401000,-75.91307,41.28024
21,5118660404,2002,fire_station,Courtdale Volunteer Hose Company,-75.9141640000,41.2791179000,-75.91416,41.27912
22,5118741479,2008,town_hall,Borough of Pringle Town Hall,-75.9012002000,41.2765134000,-75.9012,41.27651
23,5118741480,2002,fire_station,Pringle Pioneer Volunteer Fire Department,-75.9015022000,41.2764039000,-75.9015,41.2764
24,5118827957,2002,fire_station,Laurel Run Volunteer Fire Department,-75.8435299000,41.2159822000,-75.84353,41.21598
